Date,qqq,lqd,hyg,tlt,ief,shy,gld,slv,efa,eem,iyr,xle,xlk,xlf,GC=F,RPAR
2019-12-31,0.0003857946013609847,-0.0008161318092750271,0.00019095777931503295,-0.0019499262676345988,-0.0007143696361505959,-1.4816678230627005e-05,0.0003874244495386935,-0.0007080016166111582,0.000934768060276232,0.0004555652915931584,0.0011758930612295782,0.0011478687487045125,0.0006435700621167672,0.0006607344025884653,0.0006691218127959875,-0.000734640583762385
2020-01-02,0.009309160228031797,0.006391707768686726,0.006811145040677867,0.008228289357480599,0.00689513534786471,0.00606420644824338,0.007439249802681768,0.007528429242806887,0.00798582171507892,0.010025838755090676,0.0037565259690129347,0.007768490062878951,0.009722278134003802,0.007918983579717152,0.006627797557270486,0.008875144090737763
2020-01-03,-0.003328226594682131,-0.0008099618583872465,-0.0017000297166604602,0.0015838422195965504,-0.0001596967170441482,-0.0013308531549911335,0.001157473587323939,-0.001139292178675326,-0.003976999011721776,-0.005209640265002528,-6.222152918605012e-05,-0.002090510102830149,-0.003744870731776011,-0.0036197671188807276,0.0017441695268533416,-0.0006331331230815347
2020-01-06,0.0027754081727084934,0.00081839608130172,0.0012826979992417,0.00035100385368755935,0.0012714514953633183,0.0014159536065886382,0.0035846611779843498,0.002674413738476922,0.002266332609812594,0.0009971174585887699,0.001659328117215564,0.00304306121698299,0.0019632564893373064,0.001356693661437203,0.0036814419575768925,0.0012621350908250896
2020-01-07,-0.0018373312308128534,-0.0023241440466454802,-0.0019909916087870053,-0.0027925927403882203,-0.002096841584926144,-0.001809485642946971,-0.0010224555412351767,0.0009059752187444835,-0.0023559347883386297,-0.0019433508813934445,-0.00383557507225941,-0.002335188466963532,-0.0018958985433382128,-0.0031111571951201716,-0.0010943665226762801,-0.002806694546047393
2020-01-08,0.0033131965911195674,0.0015285024264598056,0.0019916101046719434,0.00048775759129555214,0.0013422704403673834,0.0017154720111028875,0.0003096343388389886,-0.0009856317293980557,0.002386709186565401,0.002970904896787037,0.0022890120183961925,-0.0014844275033614233,0.003950006627191511,0.0031201380617944707,-2.2357967472634967e-05,0.0016625850741206882
2020-01-09,0.005180152711175969,0.004440553958828399,0.004007413848685761,0.004187488464455437,0.003629652207644165,0.003509065223633314,0.0023551065566380777,0.0010046222695272353,0.0039455400214292525,0.004817272539429798,0.003594024325243463,0.004959250916236604,0.005752587800918576,0.004721994400457055,0.0027534386422617537,0.003583752141523524
2020-01-10,-0.0012009119780790646,-0.00012843599644792644,-0.0006215850565115399,0.001088728717555867,-0.00025707202244401367,-0.0006422470469128338,0.0005157775162037661,0.0013440328361177837,-0.0014354147574623922,0.0003689968191360383,0.0010474201877529589,-0.0018199703862212236,-0.001154737117162572,-0.0021771620136844393,5.811251843751647e-05,0.0006471354973054312
2020-01-13,0.005234640438127141,0.0024455253317935454,0.00292727365507897,0.0023205165825491967,0.0026936140706453936,0.0029037086805346933,0.0014433769690539709,0.0016247430810358884,0.003964001229519125,0.006041982728448074,0.005058156285211028,0.0029941424375253866,0.0054286259508231,0.004295802506817541,0.0017587374642683827,0.003102998136596495
2020-01-14,-0.0008857723419100694,0.00015096933541934208,-0.00012089356827817526,0.0009305248521487997,0.0002977024988681621,-7.470198230336671e-05,-0.00027657843798411624,-0.0020053000181588353,0.00010227977511572569,-0.001221372401962557,-0.0008649505296311321,-6.48604031804733e-05,-0.0010403981503806126,-0.0004866279285633279,-0.000873263263215902,0.0002529272477436884
2020-01-15,0.0019712235187643312,0.002325063680162787,0.0019346785487569297,0.0032157746831811274,0.0023923727358198476,0.001983941008484269,0.003056292923718651,0.004175829652079344,0.0018894443679045025,0.0003255947289808824,0.003663856080589456,0.0004188879830399727,0.0021208345882312686,0.0007869852062305949,0.0031472180995355094,0.0023665435596672336
2020-01-16,0.005250098751660709,0.0036128191228957003,0.003401293095722408,0.0027032887494649,0.00292127287343042,0.0033333920563714155,0.003019490407570364,0.0028574966435280075,0.0041633688686094576,0.004603083152697324,0.004816756278060925,0.0036700856824448632,0.006022759004209783,0.0050940710239246465,0.002933936398269594,0.0029545166277858254
2020-01-17,0.002225304762805802,0.0012045924986825664,0.0010772685660963345,-0.00047409834727145665,0.0010739867118095604,0.0013063527221435223,0.001604648966928979,0.0018318575751709255,0.0018341256353355817,0.0023667287109496726,0.0014669627507157392,-4.1744081771422125e-05,0.002583129026459341,0.0018173479499506763,0.002500902545457473,0.0012355637684239086
2020-01-21,0.00023557180739414396,0.001286413298941982,-0.00010495940378208758,0.0024261867503628932,0.001115731103192177,0.00037229536990167865,0.0005434109845882242,-0.0018152176527778206,-0.001266262033669272,-0.0047365531535122326,0.0023631280011669276,-0.003260847478962412,0.00024269161415297024,-0.0013507101383127026,1.7162871485956407e-05,0.0002764306524153073
2020-01-22,0.0006437109118285544,0.00022323481923027801,0.0004782043096116962,0.0008178746883254818,0.0001510895893729991,0.00016245245491974813,0.00018337630473732605,0.00035563532678031253,0.0005162640702990551,0.0017575196311108154,-0.0010287055534041745,-0.0018138012562943341,0.0008363177006224022,0.00070021799136617,-2.6103497497831374e-05,0.0005046372896488904
2020-01-23,0.001995454322957402,0.0016143354294997803,0.0007408120799697216,0.0027526517298183343,0.001853266752136751,0.0014229130224602928,0.0018018251181713297,0.0007519697513633351,0.0008662220220073459,-0.000716918497004726,0.0025445488883206746,0.0005869926703238715,0.00229647599309879,0.0008337356191521428,0.0025481019947844797,0.0016436913463349523
2020-01-24,-0.004809294548549872,-0.0027873061371981667,-0.0039665578916895285,-0.0015085594881722917,-0.0024121855622497267,-0.0030555397567391474,-0.0019571125756493134,0.00048604534582637844,-0.003985961535482864,-0.004727659779622786,-0.003583699087351246,-0.0054306970553875365,-0.004066065063140658,-0.005660345564660054,-0.002295343787086992,-0.0028060690082916473
2020-01-27,-0.00966233614967298,-0.005146846874345233,-0.006876866732235131,-0.0024202628348126247,-0.00417945756757847,-0.005319085275522272,-0.004166155186841668,-0.0057677695943062265,-0.009675695282707775,-0.01243704951313953,-0.00648994005045349,-0.011076967210181565,-0.010293617144186973,-0.008624353510239713,-0.004805602157732513,-0.006189880224662003
2020-01-28,0.007027823541188587,0.0038484108171891003,0.005677955350799761,0.0023895154518988534,0.003284533472238786,0.0038616594434093083,0.002170491606358342,-0.002793703860204785,0.005836850504503559,0.005627925799814086,0.004814485230965619,0.004864133671992991,0.007783027941616965,0.006295455891260352,0.0029918586871908555,0.0035768451251473807
2020-01-29,0.0014602863103802479,0.0017800767954032895,0.0010214120920614845,0.003091073358017953,0.0020923945606191197,0.0013235645524191588,0.002218726202961801,0.002238094799036743,0.001164229268476751,0.0021024580447610397,0.0005095491050038081,-0.0009625097826263264,0.0016509592772166837,0.000804762543567521,0.001211636268688814,0.0023911635061382875
2020-01-30,0.002580607011487421,0.0019907406426600805,0.002073228596909402,0.0018959152493963048,0.0020623572831988657,0.0018918740330326677,0.0018817475930686365,0.0051589653781776695,0.0016936129366067786,-0.0011113157661820552,0.002119332856638776,0.003476481085119252,0.0035970189368636695,0.004383200116538619,0.0036137223561047626,0.001481246099132547
2020-01-31,-0.010279888194190786,-0.0065881680435296375,-0.007927447225736413,-0.005282233396310839,-0.006103581368887997,-0.0068495397959044985,-0.005949796896365386,-0.005429631179023105,-0.01048820950049762,-0.011156676269407036,-0.009531785079801167,-0.013344686530613555,-0.01259693263449084,-0.0112913076886852,-0.0071840593174147226,-0.007263392235674711
2020-02-03,0.006314913001235576,0.00313546374750445,0.0032608891950968257,0.003130991978324569,0.003122664091774894,0.0032342330475931694,0.0019939163595890184,-0.0005119363750102713,0.003767247358319512,0.0055253051217969956,0.003906374521418474,0.0006732990926041271,0.005936479841861395,0.004694928357313098,0.002572847770351925,0.0028176862600875685
2020-02-04,0.010037520540457399,0.00496995497927911,0.0066531779250384206,0.0027664083753517893,0.004299741360833451,0.005247921443719359,0.002857974837178143,0.004853713619917652,0.008800982447968684,0.010626524531657609,0.00750487095174078,0.006180271095220133,0.010698413092881918,0.007382203928340356,0.002061346567435471,0.005829311642348553
2020-02-05,0.004816462319325919,0.004034240193953096,0.004978229461159521,0.0019700621868782167,0.0032907604018120743,0.004015651124169604,0.0044029041048094,0.0042786021297512725,0.006076483803055064,0.005301711914713457,0.004198779238353377,0.011676403807969093,0.005327330360309466,0.008162285142463341,0.005111637492785857,0.004215277930228299
2020-02-06,0.003568851601678267,0.0017502953596696717,0.0020015534402440063,0.0027437929616670334,0.0019845234838006577,0.0018895805422333913,0.0029201210645319977,0.003908055771338645,0.002389778866185575,0.00202455598403307,0.002593620986723586,-0.0001968967465031076,0.0036679405560451,0.0015849861132181432,0.0027796508432331372,0.002337368100383417
2020-02-07,-0.0018854842795794503,-0.0002571863580561473,-0.0013204798901386239,0.0014702852643140665,-6.720521694774989e-05,-0.0009074771383718793,-0.0004961445624804917,-0.0021076762662424284,-0.002921345682889629,-0.003799943746064147,-0.0011084773600167663,-0.0024233996661983427,-0.002854174830113707,-0.001734331665320008,-0.0005780603030711795,-0.0007349023299151635
2020-02-10,0.006622077553969872,0.004679363042427829,0.004477794953787938,0.004758883700676862,0.004593482792433888,0.0042992543083073195,0.004719230423979868,0.00505140976290984,0.004611023571080173,0.005311980149308813,0.00622226194990617,0.00320461608129222,0.006913376272166048,0.004787141140441174,0.004982741120073495,0.004823607955006857
2020-02-11,0.00010493392949155301,-0.0002195958972499401,0.00020669454087897778,-0.0009376313588563656,-0.00040541047344877957,-2.3765392193313402e-05,-0.0006179271656089824,-0.0014948710092670004,0.0014308102269405332,0.002685144726090023,0.0016969664685648935,0.002304702220628503,-0.0006025156472618631,0.0007799113462931563,-0.001085308748910445,0.0002342931636661394
2020-02-12,0.0042210162360098915,0.0021810300012275706,0.0027946244742115844,0.0012595694835094396,0.0017604799038225005,0.002178574140219194,0.002110243803535186,0.0004524096374400122,0.0029627377268573694,0.004989585405655808,0.003865770229172529,0.004961058262146514,0.0044376280054330055,0.002401301395172064,0.0025027434407602824,0.002465380354704063
2020-02-13,-0.00048482147596323527,-0.00036632688972303205,-0.00016079921577826008,0.000538554696842688,-5.1571004554871194e-05,-0.0001814960433864066,0.000909980464470408,0.0013634418294367647,-0.0016325107487122992,-0.0028644081877235417,0.0011287902207232216,-0.0008464434095583374,-0.0007592317455285969,-0.0002929286365380568,0.0007538030099894755,-0.0005269024261579248
2020-02-14,0.0021345724999217632,0.0020516708098208625,0.0015392081742935737,0.002437332523892213,0.0020573480588591676,0.0016560852511635104,0.002397547504008859,0.0027769335025795176,0.0012156228347378751,0.0016524041393676824,0.0033731065242784374,0.0005048345451526793,0.0024287092667364084,0.001818858798905323,0.0025268769802533255,0.002024300605346188
2020-02-18,-0.0006519277500299214,-0.00034692028638524155,-0.0011358355066105473,0.0006411822150468451,-0.0004109014888149164,-0.0006579437014382438,0.0018351310026554126,0.0047061596960221415,-0.0020002858855975836,-0.0020408380015273985,-0.0008682460543576553,-0.0023776082831125844,-0.00147400084645549,-0.002461055514961239,0.0014575115484268507,0.00029983471628786346
2020-02-19,0.0041556910507082895,0.001964288159660179,0.002329256892597655,0.00222483345242225,0.0022033290620447365,0.0022621491643392577,0.003404820744861272,0.0048252820793690445,0.002907554398608561,0.0036960879505199794,-0.0002761473622627667,0.004898822761474433,0.00462092156607076,0.003727227556216786,0.003176076489783588,0.0026497357671675737
2020-02-20,-0.0028979033457450986,-0.0003697275300080438,-0.0007012947515562561,0.000525402717814041,-0.0004595185372795995,-0.0009941476509892943,-0.00022426497242703284,-0.0020858880846078435,-0.002229776006807813,-0.0041612383467854435,0.0011214991190072435,-0.001259958827394212,-0.0031231155546772005,-0.0014266730150628603,9.099301791736457e-05,-0.0006499457682190268
2020-02-21,-0.007491451491466071,-0.003254072199518952,-0.0038305503268197022,-0.001781354667753963,-0.002841037603626582,-0.003484809671161724,-0.0006445174728345027,-0.002015939959028499,-0.004582758634700755,-0.004797947089834907,-0.0032696194866424035,-0.006022277549338094,-0.008132445814919308,-0.00558066384626553,-0.00018550032635143796,-0.003020953760840293
2020-02-24,-0.02113924612668876,-0.013396149434474936,-0.015577593122863177,-0.010440865762597486,-0.011868541173601166,-0.013097197373086723,-0.011629529360823732,-0.012037678638849681,-0.021425403245157893,-0.020910961210830827,-0.016100930895594636,-0.022661857080890545,-0.021692858644386213,-0.01992638817474677,-0.010045787842584853,-0.014803268044481356
2020-02-25,-0.01909419149307788,-0.01345855908165022,-0.015052019921997147,-0.012590901225645396,-0.013100015722359333,-0.013444495739430613,-0.017230669047629404,-0.021586857704232326,-0.01695201420684696,-0.015239685396174648,-0.019016411909235427,-0.0224861601069204,-0.020054642509028095,-0.020441185725491768,-0.016705326551164287,-0.015529604669841063
2020-02-26,-0.0009009770396142794,-0.0026747586243128433,-0.0017242993482040705,-0.0029910483362491115,-0.00203570179118183,-0.0017910287251531633,-0.0010576721886597176,-0.0022908246848021598,-0.0016835172454137217,-0.00033526103738706686,-0.004031125664681032,-0.00796906917983967,-0.0010215078046842054,-0.003392139715052398,-0.002769713744736078,-0.0023563988835188492
2020-02-27,-0.030019531331798452,-0.02107008460097387,-0.022698733008715374,-0.017834981581911446,-0.01903418820289261,-0.019770353076024937,-0.019965782578837132,-0.022522747080926553,-0.02592447186462695,-0.024804362424976044,-0.030486854149125008,-0.03070038291769942,-0.03079224177434251,-0.028551152879352983,-0.020004749623143213,-0.021735905162832535
2020-02-28,0.0017263630296736475,0.0038199644071094862,0.0023876814055451587,0.006087436628241081,0.0038128765064315037,0.0022965609944622578,-0.005727955928039444,-0.009843949732918104,0.000357066892066524,0.0008330950824176095,-0.004680622172726015,0.0013941664030362763,0.0030987060360770343,-0.003844556390607848,-0.007685361508953395,0.0015219770455993406
2020-03-02,0.03088919423311307,0.020369779405345786,0.02208608783796768,0.01909699557137225,0.020431897945786124,0.02048674862485271,0.021673760583020903,0.020954858913670833,0.023139206925445573,0.024912047488557684,0.030202378559810426,0.02865331393222583,0.03213350532694001,0.030797907092448427,0.02417441803463178,0.02255914258672884
2020-03-03,-0.016438577921839656,-0.007747273835476696,-0.010882492181081359,-0.0069200225121722626,-0.007701099987202574,-0.009230435712246186,-0.003738245177340103,-0.00411251511747218,-0.011643150464207396,-0.011377801692791066,-0.0100032992444243,-0.016139743038194973,-0.017620326629275117,-0.017538513433169464,-0.0037700185590767363,-0.00731981510052063
2020-03-04,0.027817505754756347,0.01975832598231391,0.022219110454757086,0.017349343675232068,0.019033800663802294,0.019496296222737387,0.019823931973602462,0.020346930206666537,0.02545416883817409,0.02302362314900426,0.027113292469276188,0.02420365202027697,0.028057456846137432,0.02609013759160248,0.019351231162117014,0.02004501323622916
2020-03-05,-0.019188316024290497,-0.013186819313988615,-0.015637161547622735,-0.008133546744637642,-0.011334298481067193,-0.01269290994348373,-0.008791689543321764,-0.010501573072882218,-0.01842243567255912,-0.01731734938657523,-0.017464261094794174,-0.020428960909958646,-0.01942383018938565,-0.02275564661990066,-0.010028574850512804,-0.011971185739797094
2020-03-06,-0.008060745401573883,-0.0032913734521480002,-0.006941597688603535,0.005722465015316641,-0.0026559457224253516,-0.0044540228400417,-0.004610122296424119,-0.006158694108604274,-0.007685195725467415,-0.008786880300898331,-0.008082339100120479,-0.015923267920124325,-0.008914006466439623,-0.011491640119827569,-0.004158227091421125,-0.003930183509421842
2020-03-09,-0.048507804520737344,-0.039470839885050235,-0.04322160676043364,-0.029194255366155265,-0.032820887799315454,-0.0335243876264172,-0.03428485918774617,-0.038323190276385144,-0.05012908714541363,-0.04827054222860848,-0.04943944893995002,-0.07489725545299754,-0.04979879771657075,-0.05606302506501776,-0.034172010413048105,-0.039511328141868876
2020-03-10,0.029853368712200096,0.01445983578071203,0.02203492016902308,0.008711636577794826,0.015291876834016862,0.01808634098627219,0.01474299791827768,0.01707408922089654,0.02633687018558634,0.02912642445876802,0.026685546925325355,0.028450559070970972,0.03230306718425888,0.030712512892838443,0.017123907232296967,0.017032748847872262
2020-03-11,-0.0353034941571746,-0.03316754418127916,-0.03094877865137273,-0.033952023306305285,-0.028588347005332457,-0.02682425913861008,-0.02730458484841631,-0.027863963169400204,-0.036785546383338794,-0.03590787103175834,-0.0382341765516873,-0.03716914824400308,-0.03604022649052598,-0.03744139998534887,-0.02872619567481904,-0.03273285051852157
2020-03-12,-0.06410066063215769,-0.055306196016677925,-0.05375344778172593,-0.04452303574388361,-0.045660690096659476,-0.04580882100138395,-0.05374003083838737,-0.05868624626978856,-0.06774275557295083,-0.0657837422385002,-0.0652457138824745,-0.07071039147785155,-0.06528334138591874,-0.06739110777797662,-0.05211061531096095,-0.057627658459584244
2020-03-13,0.055888569564379015,0.04761285815309461,0.04523532812089445,0.034426800767633124,0.03764366719844233,0.03920278380102315,0.032844198091686025,0.026225143057271673,0.05105408417120784,0.05336456472582699,0.05601310643621521,0.05740689289055799,0.062411300953213844,0.06526066784548465,0.02968549433005955,0.04119223592639937
2020-03-16,-0.06802771013764279,-0.04691450655817308,-0.05506325976882262,-0.031117043136760503,-0.0387867976030707,-0.043745599810867355,-0.046359345575722716,-0.06875967155671125,-0.06470895149807965,-0.06902864260394216,-0.07781011025555132,-0.07128354728963801,-0.07169812839368077,-0.07148876401473818,-0.04800228952521778,-0.0491440749303672
2020-03-17,0.0330612986948776,0.009698390971715041,0.01977001023593835,0.004556381559219811,0.012878475938194899,0.01743012784702914,0.020604069032827264,0.015892974954269477,0.027629539033857686,0.03167737797440938,0.027291112481128154,0.01925939975742629,0.03150927811253014,0.028752646335830755,0.023142316792692574,0.01411852303307447
2020-03-18,-0.034828823267914304,-0.03875163273574514,-0.03757225461615997,-0.0400280816913728,-0.03152177345091714,-0.02900079462468504,-0.03273002001986523,-0.040025084789110515,-0.04020059745447263,-0.04601863299850662,-0.048425623358603904,-0.057459912837938415,-0.0362810806102236,-0.045722193611202916,-0.03498865136187733,-0.03838524242365281
2020-03-19,0.003270584545188404,-0.007811303342469156,-0.002423618658346572,0.007515170271703521,0.0027264565488727575,0.0024185256265162546,-0.0017109711809755184,0.004032655954258013,0.005182462424246515,0.0036240385985846224,0.0021643546632704514,0.015664784278857535,0.0027941873420263886,0.006447361879498636,0.002246115463286191,-0.00013659638173524336
2020-03-20,-0.02036753161807636,-0.009314852467849927,-0.01701725686791806,0.0025067989618741404,-0.007436807242489713,-0.01199910072195329,-0.009533206945213176,-0.007231991519917464,-0.015009251273506248,-0.011054680195160689,-0.02129080656820352,-0.010579976068565174,-0.021697377855048168,-0.019671549097681845,-0.011801924406992566,-0.00595566948059096
2020-03-23,-0.008341179447076979,0.00629804534089475,-0.011697061917569767,-0.00024369855440882666,-0.0061185866313222355,-0.008254337476307265,0.00035035417693444863,0.0033905211324444205,-0.01082348561796183,-0.013268723847808112,-0.01859717222709901,-0.022117246940870833,-0.010312449443116538,-0.020122294643714383,0.002700419919435655,-0.0029142364216278955
2020-03-24,0.05680031268457885,0.04541296011529123,0.049559968325269384,0.037589908482768365,0.03995235235921101,0.04103567661320941,0.05101888082058327,0.05723481679075947,0.05825902489999066,0.05634056814729575,0.057322473693007844,0.07338746579930926,0.0617957696570309,0.06611465352366719,0.05320814533317532,0.0507154541993287
2020-03-25,0.0058917963004696886,0.016947079797732502,0.012998274659879962,0.0069185497625653975,0.007489708465109003,0.007604084009374769,0.004634858137699028,0.010683550334138205,0.013875568224008584,0.014422301219809242,0.01835334503344138,0.016806060333472397,0.007115075580900333,0.012813586620930142,0.004011757163332209,0.010432426726531387
2020-03-26,0.03933380888820917,0.02896488332285679,0.03794836127648645,0.029786133163661552,0.02928586720928753,0.029032763235445843,0.031366177428837835,0.029097802379997116,0.03774949490104692,0.036374404799687704,0.04363246173351375,0.04102240555966262,0.04118721148306624,0.041356905994750844,0.030982695342151333,0.03329600407544503
2020-03-27,-0.018804130188554223,-0.012333108152761472,-0.011404953099707836,-0.006587027827794589,-0.010443310421924146,-0.011971748888260091,-0.01321766212770643,-0.013255943388700597,-0.01762302703966152,-0.023294369420394378,-0.01166885466286014,-0.025482665028936258,-0.02096454282528155,-0.018016924457808982,-0.015101123412809801,-0.01438336544218699
2020-03-30,0.02360367473187291,0.018763007112124405,0.01804261960292371,0.01468318940699332,0.016791871288718913,0.01642131432051933,0.01720910574081543,0.012162313960138723,0.02037740801502582,0.019627372380814564,0.020317596976664607,0.018376282773325956,0.02475245394589814,0.02013666948855489,0.016094969222995966,0.015606185238316214
2020-03-31,-0.008281995362324523,-0.0072357241429642505,-0.008170134553521603,-0.008197406220189473,-0.0062111739324246075,-0.006620127733989944,-0.012943344016976721,-0.008245734203765686,-0.008317020426369504,-0.005217080410852626,-0.012244406256777453,-0.003499234895944081,-0.010310295663970948,-0.012085452110776851,-0.011333559972467523,-0.007206090976512614
2020-04-01,-0.028797432083869784,-0.023205414073282808,-0.02578950451594591,-0.017497441478624424,-0.019485252244096966,-0.020170179022152727,-0.018408279960068087,-0.020759290646785236,-0.02916596479399383,-0.028855077499350262,-0.033494868445014286,-0.030210063142684797,-0.029830449217695204,-0.03249934211404797,-0.02095634832200373,-0.022534557341063736
2020-04-02,0.015187691895176825,0.011655882741628841,0.012684074700427948,0.012397859992461378,0.011161516124809721,0.011174876872159976,0.014407371045038718,0.018962776511011647,0.015043357053450956,0.017862712933484126,0.011990520255068625,0.029448751028177223,0.0158060023054715,0.016141481459509964,0.017148202627916262,0.014755649497983568
2020-04-03,-0.009540149370876399,-0.007736707442569873,-0.010985798353723469,-0.006225721268336164,-0.006553884315376939,-0.006747791884458159,-0.005714120404472727,-0.007736345344480183,-0.011270638501561386,-0.010491942131731507,-0.009827583088971142,-0.008824333818035606,-0.00979110548564151,-0.010693629391461817,-0.005717420760260676,-0.007310838347549314
2020-04-06,0.04509532417913475,0.03474354069624787,0.0356637427728633,0.030274131848867705,0.02989425872538566,0.03065786547871147,0.03633846992060835,0.039265900374451095,0.04140540080653782,0.0417229764999837,0.04580260531489157,0.041389722044565806,0.0478606674093025,0.045154841558243224,0.03609722252253448,0.036285769328313525
2020-04-07,-0.0010155093120632632,-0.0006263826083905589,-0.0009340709849552554,-0.0030285487104875176,-0.0018237464350083512,-0.0009802933286232563,-0.002004967938722131,-0.0015042771519450506,0.000185333433560535,9.626165953584992e-05,0.001006262193476486,0.003332112033073802,-0.002726186308460905,0.0010611597591484935,-0.002389044291082261,-0.0017405192277849936
2020-04-08,0.0199620816631645,0.019321732712415208,0.020918735260485787,0.014260463489474861,0.015467387050371794,0.015831158015602587,0.01393404380394615,0.015000838539773687,0.017348305435660204,0.017765763578057092,0.03002797653935759,0.029057311422348388,0.02109238136981003,0.024464485809662193,0.01578771535659046,0.017031404438171336
2020-04-09,0.008282806956809817,0.01739709198229563,0.02108551583972963,0.00835706158468633,0.00842444177305267,0.008062936594113222,0.01321834814769024,0.013732525253734505,0.012520677249241583,0.007260811646374742,0.019128542927230464,0.006181811727380181,0.0080405685185284,0.018719163858117505,0.01649608890386097,0.010054970949780504
2020-04-13,-0.0029096244644316732,-0.007012164609408825,-0.007935779214114294,-0.006896345844820098,-0.005500203463319001,-0.0050472018527324995,-0.0016422548304302702,-0.004233510990917236,-0.006977838129844374,-0.004787394285313598,-0.013209264451808981,-0.005719126487889828,-0.00462428793578801,-0.012341470458226792,-0.004079643062174157,-0.0042840301549481735
2020-04-14,0.023279011887974717,0.013600329370276994,0.015418385863118961,0.014531970498871557,0.014845915143344053,0.014580781242475034,0.016154399958611673,0.01805300355667973,0.018141847747985967,0.019157040106859365,0.01986689496251743,0.01363404686182525,0.02296582395159092,0.015468464952348144,0.015944823196937657,0.015532512561020503
2020-04-15,-0.009633546874261694,-0.0060002099158600495,-0.009204109908413222,-0.0020416973895067414,-0.005552381170099546,-0.00727032215426055,-0.008359964754188626,-0.009523871368201847,-0.01358736102532047,-0.012476310685076259,-0.014910038597414483,-0.0167331584159853,-0.01170058552252213,-0.0160006369509043,-0.010698143192601223,-0.00822759299297095
2020-04-16,0.0063048491186716935,0.0016628306154490159,0.002458701836534214,0.004928256058343781,0.0028700494633129383,0.002703030048344033,0.0024838443857296702,0.0029329020887241077,0.002767414913722153,0.0037339711517384447,0.00040870380233329687,-0.0058896275402147945,0.005092795684971839,-0.000853551030290136,0.0018694502000274984,0.0020622215502116826
2020-04-17,0.01404172558117451,0.012789332341358746,0.013144849377189089,0.009447525941962005,0.01160420927020482,0.012059241517928405,0.008244993672282503,0.007166384460416547,0.017432350212461076,0.016582940263087504,0.018083306483314104,0.03337318934646689,0.014784861397985755,0.022659740466184727,0.008501415965114507,0.011830223363662901
2020-04-20,-0.009984407524901729,-0.008749070854277386,-0.010624526215190744,-0.006006580818396624,-0.007089868615231288,-0.007615525199406826,-0.00619030028696419,-0.006060746212593138,-0.010593635474381014,-0.010152746192287343,-0.014870101119691271,-0.013860015199533084,-0.010819660648083086,-0.011099216034473613,-0.006147371662525636,-0.008013760426342543
2020-04-21,-0.021063005275034102,-0.014391789302844987,-0.017339061982190658,-0.011164787475024668,-0.013126042761070805,-0.013636919665661001,-0.015048166653890388,-0.019012706514904627,-0.017580399711851387,-0.01921382132473823,-0.017337828921189975,-0.017210005870401175,-0.022062933650486276,-0.020137636223837192,-0.016433467245815864,-0.014381332076290837
2020-04-22,0.015594924610208647,0.009783734694257492,0.011420054112581566,0.007616729721658441,0.009039168474710743,0.009590778708622403,0.013594222803015442,0.01268598792642531,0.013040435998328723,0.01511824843919901,0.012854943167098884,0.01677857951971383,0.01736057415939768,0.011820688563757118,0.015678403974648578,0.011561942445354188
2020-04-23,-0.00025132852760143096,0.0010251105429594887,7.410696304331225e-05,0.0012369740636129212,0.0003063931111936303,0.00015221407970762883,0.0021662507394728794,0.0018786113796332151,-0.0004457246535903358,-0.0005518089257884507,-0.0016568175764253023,0.0066307493348081,-0.0011978532917483254,-0.0006611772265877569,0.0007074804571350502,0.0011668879412304368
2020-04-24,0.009923336782539885,0.006630771540941485,0.0048972403489613205,0.007238609539411636,0.006818359101530095,0.006769233955156509,0.005912129799485846,0.006769233955156509,0.009077773322051588,0.00648861547990486,0.007597145868556679,0.007232447758829067,0.011009352054483248,0.009662388464549069,0.005638437376139419,0.007558555419306936
2020-04-27,0.006826593662815599,0.0036012461517667617,0.00603508897083394,0.0014951578193825687,0.004153603375366259,0.005217913962155123,0.0038898251339361247,0.005217913962155123,0.00786235472800743,0.009265110537038518,0.01153923023967252,0.009550687758206182,0.00693292259172929,0.012025627791843824,0.0038718187389537966,0.005198244285756353
2020-04-28,-0.004578233590266377,-0.00026802213512789653,-0.0002009403482179905,0.0014909591351071417,6.116889514679264e-05,-0.0007420561107936407,-0.0017026182644178968,-0.0023595076624796183,0.0006903122788853989,-0.0004256495294178463,0.0010003011915234695,0.0037688561847317196,-0.003473822638251365,0.001323931865313135,-0.0009748708152797913,0.00043698747775654766
2020-04-29,0.019500438538695875,0.013724100726605659,0.01593261008174367,0.011370487774704906,0.01230989952801622,0.012385184594761255,0.013514949382058416,0.014961442459401385,0.017411791129271048,0.018237227733233396,0.015471006758689886,0.02722305092868531,0.02061689935599613,0.018218109597469966,0.01157809647433905,0.014410699793319947
2020-04-30,-0.005312081741485187,-0.006583246209596361,-0.004831264386070311,-0.007565330318859021,-0.005705459142934922,-0.004883678071646981,-0.008853219692554194,-0.009431589254384788,-0.00938430300091071,-0.009451103733854917,-0.007466320602755339,-0.009656017261092022,-0.006122977163626465,-0.01027695646757183,-0.007484229299021129,-0.008711506821536008
2020-05-01,-0.017901950025768,-0.013056596042166291,-0.015714790048874817,-0.01055225576628942,-0.011988491381976552,-0.012560098997312186,-0.01103068316390079,-0.013123296172709931,-0.016613519498121954,-0.01947017421123083,-0.019049926641680683,-0.023580753647809472,-0.017756672923001163,-0.018671249577489335,-0.011041796207784227,-0.013741351406613124
